c_personid,c_entry_code,c_year
27219,36,1128
27221,36,1160
27222,39,1177
27223,39,1177
27224,36,1138
27225,36,1178
27226,39,1180
27227,39,1119
27228,36,1217
27229,36,1232
27230,36,1260
27232,39,1064
27233,39,1108
27234,39,1102
27235,39,1112
27236,39,1156
27237,36,1214
27239,36,1112
27260,36,1128
27264,36,1085
27280,39,1174
27284,36,1088
27285,39,1126
27286,36,1124
27293,36,1193
27301,36,1163
27306,39,1138
27307,39,1162
27309,39,1177
27314,36,1169
27315,36,1193
27316,36,1220
27328,36,1132
27329,36,1132
27346,36,1085
27352,36,1112
27353,36,1024
27354,36,1032
27355,36,1112
27361,36,1166
27362,36,1166
27366,36,1178
27375,36,1103
27384,36,1109
27391,36,1053
27393,36,1088
27394,36,1088
27395,36,1144
27397,165,1157
27401,36,1157
27402,36,1160
27406,36,1175
27414,39,1143
27421,36,1190
27422,36,1190
27423,36,1190
27424,36,1196
27425,36,1211
27426,36,1229
27427,36,1232
27428,36,1232
27429,36,1232
27431,36,1138
27444,36,1163
27446,36,1166
27454,36,1196
27456,36,1226
27457,36,1196
27459,36,1124
27462,36,1209
27465,165,1199
27476,36,1082
27485,36,1234
27486,36,1196
27489,36,1082
27492,36,1190
27493,36,1190
27494,36,1190
27495,36,1208
27496,36,1232
27508,36,1124
27511,36,1208
27513,36,1169
27514,36,1226
27515,36,1226
27516,36,1232
27517,36,1232
27523,36,1163
27524,36,1163
27525,36,1163
27534,36,1205
27545,36,1199
27556,34,1247
27559,36,1196
27560,36,1073
27571,36,1259
27573,36,1160
27575,36,1208
27576,36,1235
27577,36,1068
27580,36,1085
27581,36,1046
27582,36,1070
27583,36,1070
27584,36,1106
27585,36,1106
27586,36,1145
27587,36,1184
27588,36,1184
27589,36,1241
27590,36,1268
27592,36,1115
27593,165,1256
27597,165,1256
27601,165,1256
27606,36,1262
27608,165,1256
27617,165,1256
27618,165,1256
27622,165,1256
27629,165,1256
27630,165,1256
27634,165,1256
27638,165,1256
27639,165,1256
27644,165,1253
27647,165,1256
27653,165,1256
27657,165,1256
27659,36,1253
27661,36,1229
27664,36,1138
27665,36,1145
27666,36,1135
27667,165,1256
27671,165,1256
27674,165,1256
27678,165,1256
27679,36,1253
27680,36,1265
27685,165,1256
27690,36,1205
27691,36,1034
27693,36,1057
27694,36,1124
27695,36,1178
27696,36,1187
27697,36,1046
27701,36,1019
27704,36,1181
27711,36,1184
27715,36,1187
27725,36,1151
27727,36,1262
27728,36,1214
27755,165,1400
27758,36,1220
27759,36,1009
27761,36,1046
27762,36,1015
27765,36,1038
27766,36,1049
27769,36,1046
27773,36,1131
27784,36,1226
27789,36,1220
27792,36,1253
27793,36,1262
27801,165,1256
27812,36,1265
27813,36,1265
27814,36,1256
27815,36,1247
27825,36,1268
27826,165,1265
27828,165,1265
27829,36,1268
27830,36,925
27831,36,1151
27832,36,1163
27833,36,1205
27878,36,1190
27931,36,1324
27932,39,1267
27948,165,1333
27957,36,1321
27992,39,1208
27998,36,1324
28006,36,1315
28025,36,1262
28028,36,1235
28035,36,1364
28037,36,1384
28039,165,1256
28086,36,1255
28094,36,1371
28120,36,1335
28195,39,1320
28281,39,1345
28289,36,1267
28306,36,1271
28310,36,1214
28347,165,1400
28356,36,1457
28358,39,1483
28358,165,1490
28362,47,1496
28366,39,1459
28367,165,1475
28368,36,1508
28368,165,1508
28370,39,1411
28373,39,1477
28374,39,1498
28375,47,1466
28376,47,1466
28377,36,1327
28399,36,1315
28416,36,1317
28416,39,1270
28425,36,1335
28431,36,1315
28439,36,1327
28450,36,1333
28454,39,1353
28455,39,1350
28460,36,1327
28462,36,1354
28464,36,1351
28476,36,1324
28483,39,1450
28484,39,1453
28485,36,1484
28485,165,1484
28486,47,1490
28487,165,1511
28488,39,1513
28489,39,1511
28490,36,1268
28499,36,1274
28499,39,1261
28517,39,1363
28522,36,1342
28526,36,1268
28531,36,1354
28532,39,1344
28535,39,1347
28543,36,1315
28545,39,1347
28547,36,1330
28550,39,1347
28593,36,1330
28615,36,1315
28616,39,1341
28626,36,1321
28641,36,1321
28643,36,1342
28648,36,1357
28676,39,1323
28678,39,1348
28687,36,1351
28690,36,1333
28691,39,1462
28691,165,1464
28700,165,1274
28705,36,1345
28753,36,1185
28758,36,1227
28775,36,1218
28783,39,1314
28803,39,1405
28806,36,1284
28807,36,1496
28807,165,1496
28811,36,1327
28825,165,1505
28826,165,1523
28833,36,1215
28846,36,1185
28853,36,1209
28854,36,1123
28856,36,1194
28880,36,1151
28886,36,1170
28898,36,1194
28914,39,1344
28917,36,1321
28967,36,1142
29057,36,1318
29144,36,1200
29168,36,1203
29224,36,1191
29228,36,1230
29236,36,1227
29327,36,1327
29334,36,1324
29361,36,1345
29507,36,1197
29548,36,1124
29549,39,1196
29550,165,1196
29567,36,1208
29570,39,1447
29571,39,1486
29573,36,1484
29573,165,1484
29574,165,1517
29575,36,1622
29575,165,1622
29578,36,1634
29578,165,1634
29579,165,1586
29580,36,1588
29584,36,1637
29584,165,1637
29585,36,1067
29586,36,1190
29587,47,1638
29589,36,1523
29589,39,1522
29589,165,1523
29590,165,1562
29591,165,1505
29597,36,1163
29599,39,1441
29599,165,1442
29602,165,1466
29603,39,1432
29603,165,1433
29626,39,1750
29627,36,1811
29627,165,1811
29636,36,1568
29638,165,1550
29645,39,1752
29646,165,1730
29653,39,1786
29653,165,1789
29687,39,1742
29703,39,1770
29707,36,1601
29707,165,1601
29708,39,1708
29715,36,1799
29715,165,1799
29717,36,1799
29717,39,1786
29717,165,1799
29718,36,1769
29718,39,1768
29718,165,1769
29719,39,1747
29721,165,1562
29734,165,1745
29735,39,1753
29742,39,1783
29751,39,1525
29751,165,1532
29757,39,1714
29761,36,1789
29761,39,1783
29761,165,1789
29761,173,1771
29766,39,1801
29772,39,1752
29782,39,1783
29784,36,1777
29794,39,1801
29842,36,1262
29859,165,1256
29864,36,1181
29865,36,1145
29866,36,1138
29867,36,1178
29868,36,1268
29869,36,1067
29876,36,1754
29876,39,1751
29876,47,1742
29876,165,1754
29880,39,1798
29898,36,1754
29898,39,1747
29898,165,1754
29902,39,1741
29902,165,1748
29909,36,1202
29931,36,1181
29942,36,1169
29949,36,1324
29951,36,1754
29951,39,1753
29951,165,1754
29952,36,1751
29952,165,1751
29954,36,1748
29954,165,1748
29962,39,1714
29971,36,1790
29972,39,1794
29973,39,1794
29982,36,1771
29982,39,1768
29982,165,1771
29990,36,1742
29990,165,1742
30009,36,1748
30009,165,1748
30015,36,1754
30017,39,1729
30019,36,1739
30019,165,1739
30026,36,1742
30026,165,1742
30028,39,1747
30029,39,1774
30034,39,1717
30037,39,1654
30044,36,1639
30044,165,1640
30045,36,1659
30045,165,1659
30048,39,1862
30048,165,1874
30049,36,1737
30049,165,1737
30056,39,1756
30066,39,1752
30069,39,1724
30071,36,1752
30071,165,1752
30078,39,1780
30080,36,1754
30080,39,1747
30080,165,1754
30081,39,1713
30085,39,1765
30089,39,1783
30092,39,1750
30097,39,1768
30102,36,1757
30110,36,1780
30110,165,1780
30124,39,1794
30125,39,1799
30130,36,1737
30130,165,1737
30136,39,1774
30142,165,1583
30143,165,1610
30146,39,1534
30147,165,1568
30179,165,1439
30180,39,1492
30181,165,1511
30182,36,1181
30184,39,1543
30184,165,1544
30187,36,1616
30187,165,1616
30190,47,1645
30192,39,1732
30203,36,1508
30203,165,1508
30204,36,1508
30204,165,1508
30205,39,1525
30207,36,1324
30210,36,1499
30210,39,1495
30210,165,1499
30211,36,1523
30211,165,1523
30212,165,1439
30215,36,1625
30215,165,1625
30217,36,1196
30219,36,1217
30231,36,1184
30237,39,1844
30238,36,1840
30238,39,1832
30238,165,1840
30239,39,1606
30239,47,1598
30239,165,1610
30240,165,1577
30241,36,1526
30241,165,1526
30243,39,1570
30243,165,1571
30283,36,1634
30283,165,1634
30284,39,1549
30286,39,1456
30287,36,1475
30287,165,1475
30288,39,1492
30301,39,1724
30303,165,1610
30309,39,1788
30313,165,1469
30314,165,1481
30315,39,1492
30315,165,1493
30317,36,1521
30318,36,1538
30318,165,1538
30319,39,1835
30320,39,1835
30321,36,1418
30321,165,1418
30322,165,1442
30324,36,1541
30325,165,1556
30327,36,1562
30327,165,1562
30333,36,1571
30333,165,1571
30334,165,1571
30335,165,1583
30336,36,1592
30336,165,1592
30360,36,1343
30361,36,1274
30366,39,1332
30371,165,1577
30372,36,1601
30372,165,1601
30373,36,1481
30373,165,1481
30374,36,1501
30374,39,1492
30374,165,1499
30382,165,1613
30383,39,1525
30385,165,1571
30386,36,1676
30386,165,1676
30387,36,1685
30387,165,1685
30399,36,1670
30399,39,1660
30399,165,1670
30429,39,1186
30442,39,1180
30443,36,1214
30444,36,1230
30445,36,1241
30446,36,1265
30593,165,1550
30595,165,1505
30598,36,1604
30598,39,1597
30598,165,1604
30601,36,1622
30601,165,1622
30603,39,1800
30604,39,1504
30606,36,1178
30607,39,1540
30618,165,1502
30619,36,1616
30619,165,1616
30621,39,1681
30622,36,1421
30622,165,1421
30623,39,1384
30626,36,1514
30626,165,1514
30627,165,1535
30628,36,1589
30628,165,1589
30629,39,1597
30646,39,1859
30646,165,1865
30647,39,1513
30647,165,1517
30651,36,1652
30651,165,1652
30652,36,1124
30653,36,1163
30654,36,1193
30655,36,1184
30656,36,1187
30657,36,1643
30657,165,1643
30659,39,1384
30662,39,1633
30663,39,1397
30663,165,1400
30664,165,1571
30665,39,1420
30666,39,1788
30667,39,1516
30668,39,1531
30674,165,1521
30676,165,1496
30679,39,1528
30680,165,1532
30681,165,1529
30682,165,1544
30689,36,1628
30689,165,1628
30690,39,1564
30691,36,1595
30691,165,1595
30692,39,1582
30693,39,1591
30694,36,1622
30695,36,1643
30698,39,1438
30698,165,1439
30708,36,1616
30708,165,1616
30722,39,1576
30723,36,1659
30723,165,1659
30723,165,1679
30724,36,1691
30725,36,1709
30725,39,1708
30725,165,1709
30731,39,1780
30731,47,1769
30731,165,1790
30734,36,1622
30734,165,1622
30752,39,1510
30754,36,1574
30754,165,1574
30755,36,1622
30755,165,1622
30759,36,1232
30775,39,1304
30791,39,1344
30810,39,1326
30840,39,1677
30846,36,875
30847,39,1528
30847,165,1541
30849,36,1589
30857,39,1821
30975,36,679
31322,36,684
31460,36,680
31499,36,743
31590,36,695
31808,36,743
32055,36,835
32056,36,837
32057,36,868
32085,36,717
32100,36,706
32118,36,810
32125,36,705
32162,36,734
32169,36,734
32174,36,721
32225,36,821
32228,36,805
32295,36,785
32296,36,802
32298,36,850
32301,36,821
32302,36,847
32303,36,859
32304,36,889
32305,36,827
32306,36,859
32353,36,805
32401,36,730
32405,36,724
32461,36,737
32578,36,743
32583,36,743
32648,36,831
32649,36,861
32718,36,743
32740,36,739
32746,36,837
32748,36,872
32761,36,847
32785,36,766
32878,36,751
32879,36,772
32880,36,812
32881,36,838
32882,36,858
32884,36,869
32885,36,874
32889,36,753
32937,36,798
32940,36,798
32945,36,797
32953,36,770
32980,36,791
32981,36,815
32985,36,831
32990,36,717
33108,36,791
33109,36,791
33113,36,818
33115,36,861
33118,36,1217
33120,36,1142
33124,36,1244
33125,36,1348
33143,39,1797
33151,36,821
33158,36,794
33160,36,837
33161,36,835
33162,36,842
33165,36,872
33166,165,1481
33171,36,1604
33172,36,1622
33172,39,1618
33172,165,1622
33176,39,1810
33177,36,1838
33177,165,1838
33179,36,1780
33179,165,1780
33180,36,1811
33180,39,1804
33180,165,1811
33182,36,1690
33182,39,1693
33186,165,1532
33187,36,1507
33187,165,1508
33190,39,1810
33191,165,1553
33199,36,1526
33199,165,1526
33202,39,1444
33202,165,1454
33209,36,1754
33209,165,1754
33215,36,1613
33215,165,1613
33221,36,1703
33221,165,1703
33230,39,1751
33250,36,1655
33263,165,1244
33275,165,1256
33281,36,1229
33282,36,1238
33283,36,1244
33284,36,1085
33287,165,1196
33288,165,1232
33289,36,1259
33290,36,1034
33311,165,1128
33313,36,1271
33316,36,1241
33317,36,1181
33318,36,1271
33321,165,1024
33322,36,1038
33323,36,1042
33324,36,1046
33326,36,1157
33327,36,1157
33332,36,1268
33333,36,1333
33346,36,1100
33347,36,1049
33349,36,1205
33350,36,1202
33361,36,1030
33364,36,1038
33365,36,1061
33366,36,1063
33367,39,1147
33377,39,1171
33416,36,1371
33419,165,1430
33429,39,1370
33444,36,1432
33465,39,1468
33465,165,1472
33476,39,1269
33481,39,1720
33498,39,1690
33515,173,1653
33517,36,1268
33539,39,1522
33544,36,1763
33544,165,1763
33545,36,1209
33556,39,1753
33558,39,1747
33562,36,1790
33562,39,1789
33587,36,898
33589,36,810
33589,39,1642
33590,36,818
33592,36,850
33593,36,855
33606,36,794
33625,36,831
33645,165,1493
33647,36,1229
33705,36,773
33708,36,1589
33708,165,1589
33710,36,1622
33710,165,1622
33712,36,1643
33712,165,1643
33714,165,1466
33726,36,886
33758,36,1169
33768,39,1597
33769,165,1568
33770,36,1670
33770,39,1666
33784,36,1265
33785,36,1328
33791,36,1625
33791,165,1625
33795,165,1544
33803,39,1519
33804,39,1615
33806,39,1619
33808,39,1612
33814,39,1624
33816,39,1471
33819,165,1556
33820,36,1490
33820,165,1490
33821,36,1514
33821,165,1514
33825,36,1625
33825,165,1625
33827,165,1541
33828,39,1537
33828,165,1547
33831,165,1559
33833,36,1595
33833,165,1595
33834,36,1625
33834,165,1625
33835,39,1555
33836,39,1570
33837,39,1531
33838,39,1534
33840,36,1526
33840,165,1526
33841,165,1505
33842,165,1505
33843,39,1540
33844,47,1541
33844,165,1565
33845,36,1589
33845,165,1589
33848,39,1747
33851,165,1752
33856,36,1199
33860,36,1508
33862,165,1451
33864,39,1483
33864,165,1487
33866,36,1109
33867,36,1427
33868,36,1175
33883,36,1799
33883,165,1799
33890,165,1481
33895,39,1693
33899,36,1667
33899,165,1667
33906,39,1861
33908,39,1808
33916,36,1659
33916,165,1659
33917,36,1676
33917,39,1672
33917,165,1676
33918,36,1682
33918,165,1682
33919,39,1441
33919,165,1448
33920,39,1450
33920,165,1454
33921,36,1193
33922,36,1659
33922,39,1654
33922,165,1659
33922,165,1679
33923,36,1757
33923,39,1753
33923,165,1757
33924,36,1706
33924,165,1706
33929,36,1166
34013,39,1757
34017,36,1027
34048,36,1046
34049,36,1057
34050,165,1132
34051,36,1038
34052,36,1070
34053,36,1079
34054,36,1079
34055,36,1135
34056,36,1138
34132,39,1552
34132,165,1559
34136,39,1669
34138,36,1706
34139,36,1673
34139,39,1672
34139,165,1673
34140,39,1669
34141,39,1636
34145,39,1546
34147,39,1609
34160,39,1687
34161,39,1630
34183,39,1693
34187,39,1758
34187,39,1768
34187,39,1776
34188,36,1790
34188,165,1790
34189,36,1771
34189,165,1771
34190,39,1765
34190,165,1775
34191,36,1724
34191,39,1717
34191,165,1724
34196,36,1787
34196,39,1786
34196,165,1787
34215,36,1595
34215,165,1595
34217,165,1490
34219,39,1528
34219,165,1529
34220,165,1571
34221,36,1691
34221,165,1691
34223,39,1756
34226,39,1786
34226,39,1787
34232,36,1799
34232,39,1789
34232,165,1799
34241,36,1793
34241,165,1793
34242,36,1809
34242,39,1807
34242,165,1809
34245,36,1799
34245,39,1798
34245,165,1799
34246,39,1831
34247,39,1657
34256,36,1511
34258,165,1517
34259,39,1546
34259,165,1553
34260,165,1577
34269,36,1676
34269,165,1676
34271,173,1650
34279,36,1604
34279,165,1604
34283,36,1658
34285,36,1589
34285,165,1589
34287,165,1559
34291,36,1709
34291,165,1709
34292,36,1640
34292,165,1640
34295,36,1655
34295,165,1655
34298,36,1661
34300,165,1577
34304,39,1675
34305,36,1659
34305,165,1659
34306,36,1682
34306,165,1682
34310,36,1658
34310,165,1658
34312,39,1702
34321,36,1694
34321,165,1694
34323,36,1667
34323,165,1667
34328,36,1661
34328,165,1661
34332,36,1682
34332,165,1682
34336,36,1652
34336,165,1652
34344,36,1838
34344,39,1834
34344,165,1838
34350,39,1642
34361,39,1341
34377,39,1359
34393,36,1259
34401,39,1387
34407,39,1371
34411,39,1354
34412,39,1344
34413,36,1351
34415,39,1347
34421,39,1356
34445,39,1351
34446,36,1385
34446,165,1385
34447,39,1390
34467,36,1388
34467,165,1388
34469,36,1388
34469,165,1388
34471,39,1399
34471,165,1400
34475,39,1390
34478,39,1396
34479,39,1387
34482,36,1397
34482,165,1397
34486,165,1400
34487,36,1427
34487,165,1427
34493,39,1403
34497,36,1404
34497,165,1404
34498,36,1408
34501,36,1421
34501,165,1421
34502,36,1436
34502,165,1436
34503,165,1454
34504,36,1421
34504,39,1420
34504,165,1421
34508,39,1432
34508,165,1433
34509,165,1439
34510,165,1464
34511,39,1441
34513,165,1448
34514,165,1448
34515,165,1451
34516,39,1456
34516,165,1457
34519,36,1418
34519,165,1418
34520,39,1450
34520,165,1454
34522,165,1454
34524,36,1559
34524,165,1559
34525,165,1460
34531,39,1456
34531,165,1466
34532,39,1462
34532,165,1466
34534,39,1501
34534,165,1502
34536,36,1411
34536,165,1411
34538,165,1451
34540,39,1485
34543,165,1505
34544,39,1507
34551,36,1318
34554,36,1324
34555,36,1333
34573,165,1466
34576,39,1474
34576,165,1475
34577,36,1499
34577,165,1499
34578,36,1505
34578,165,1505
34579,39,1474
34579,165,1475
34580,36,1484
34580,165,1484
34592,165,1481
34593,36,1487
34596,165,1487
34597,36,1487
34598,165,1464
34600,39,1486
34600,165,1487
34609,36,1415
34609,165,1415
34611,39,1471
34612,165,1490
34613,165,1490
34614,39,1516
34615,39,1522
34616,39,1555
34617,165,1553
34618,39,1561
34620,165,1550
34621,39,1552
34622,36,1568
34623,39,1492
34624,165,1493
34631,165,1496
34632,36,1514
34632,165,1514
34637,39,1492
34637,165,1496
34638,36,1496
34638,165,1496
34639,165,1505
34640,36,1514
34641,36,1499
34641,165,1499
34642,165,1493
34643,36,1499
34643,165,1499
34645,165,1502
34646,165,1502
34647,165,1502
34648,165,1502
34649,165,1505
34650,39,1465
34650,165,1469
34652,36,1508
34652,165,1508
34653,36,1508
34653,165,1508
34655,36,1508
34655,39,1507
34655,165,1508
34657,39,1507
34657,165,1511
34660,39,1507
34662,39,1492
34663,39,1513
34663,165,1517
34664,39,1504
34665,36,1550
34666,39,1525
34667,165,1502
34668,165,1517
34669,165,1559
34670,39,1465
34671,165,1472
34672,165,1487
34674,165,1490
34682,36,1622
34682,165,1622
34695,36,1115
34696,36,1523
34696,39,1516
34696,165,1523
34697,36,1523
34697,165,1523
34701,36,1526
34701,39,1525
34701,165,1526
34702,165,1529
34703,36,1499
34703,165,1499
34704,165,1529
34705,39,1507
34705,165,1517
34707,165,1556
34711,39,1534
34711,165,1535
34712,165,1535
34713,165,1538
34714,165,1544
34715,39,1540
34715,165,1544
34716,39,1540
34716,165,1547
34717,165,1547
34718,36,1541
34718,165,1541
34719,165,1559
34720,165,1547
34721,165,1517
34722,36,1589
34722,165,1589
34725,165,1550
34726,165,1556
34729,36,1484
34732,39,1564
34732,165,1565
34733,165,1565
34734,39,1591
34736,36,1589
34736,165,1589
34738,39,1576
34739,36,1574
34739,165,1574
34740,36,1574
34740,165,1574
34741,39,1564
34741,165,1577
34742,39,1576
34742,165,1580
34743,36,1586
34743,165,1586
34744,36,1589
34744,165,1589
34745,36,1592
34745,165,1592
34746,36,1592
34746,165,1592
34747,39,1576
34747,165,1577
34748,36,1601
34748,165,1601
34751,39,1606
34752,36,1613
34752,165,1613
34753,36,1619
34753,165,1619
34757,36,1625
34757,165,1625
34758,36,1616
34758,165,1616
34761,36,1643
34761,165,1643
34764,39,1620
34765,39,1648
34780,165,1538
34781,36,1733
34781,39,1726
34781,165,1733
34783,39,1465
34785,39,1762
34786,165,1568
34787,39,1618
34791,47,1564
34792,36,1628
34792,165,1628
34796,36,1643
34796,165,1643
34798,39,1435
34798,165,1445
34799,165,1466
34800,36,1631
34800,39,1630
34800,165,1631
34801,39,1576
34807,39,1600
34822,39,1672
34832,39,1507
34835,39,1669
34836,39,1648
34868,39,1498
34869,36,1265
34883,36,1211
34895,36,1688
34895,165,1688
34897,36,1730
34897,165,1730
34898,39,1627
34900,36,1526
34900,165,1526
34911,36,1637
34911,165,1637
34912,36,1664
34912,39,1660
34912,165,1664
34913,36,1655
34913,165,1655
34914,36,1658
34914,165,1658
34916,36,891
34917,36,1499
34917,165,1499
34919,165,1577
34923,39,1537
34924,39,1567
34924,165,1577
34939,36,1160
34944,36,1157
34953,36,1157
34964,39,1230
34989,36,1333
35007,36,1154
35009,36,1157
35022,36,1150
35030,36,862
35031,36,1607
35031,165,1607
35038,36,1508
35038,165,1508
35039,39,1821
35043,36,1771
35043,39,1759
35045,39,1786
35046,36,1805
35046,165,1805
35049,39,1879
35053,36,1703
35053,39,1702
35053,165,1703
35054,36,1718
35054,39,1708
35054,165,1718
35055,36,1712
35055,165,1712
35057,36,1844
35057,165,1844
35062,36,1670
35062,39,1664
35062,165,1670
35065,165,1544
35066,39,1573
35066,165,1577
35067,165,1583
35068,165,1583
35069,36,1586
35069,165,1586
35070,36,900
35071,36,1643
35071,165,1643
35076,173,1634
35079,39,1642
35081,36,1169
35084,36,1220
35085,36,1780
35085,165,1780
35096,36,1723
35096,165,1723
35102,39,1750
35105,39,1804
35109,36,1178
35112,165,1550
35113,36,1622
35113,165,1622
35116,36,1634
35116,165,1634
35118,36,1631
35118,39,1630
35118,165,1631
35126,36,1484
35126,165,1484
35127,36,1607
35127,165,1607
35129,36,1631
35129,165,1631
35139,165,1547
35161,36,1835
35161,39,1831
35162,39,1837
35164,165,1445
35168,36,1589
35168,165,1589
35173,36,1673
35173,165,1673
35174,36,1667
35174,165,1667
35175,36,1688
35180,36,1655
35180,165,1655
35183,36,1601
35183,165,1601
35185,39,1705
35188,36,1679
35188,165,1679
35190,36,1655
35190,165,1655
35190,165,1679
35191,36,1670
35191,39,1669
35191,165,1670
35192,36,1688
35192,165,1688
35193,36,1724
35193,165,1724
35204,39,1502
35206,165,1562
35210,39,1317
35216,39,1821
35219,39,1867
35220,36,1586
35220,165,1586
35221,36,1586
35221,165,1586
35222,36,1592
35222,165,1592
35223,36,1616
35223,165,1616
35234,39,1317
35254,165,1538
35259,165,1580
35260,39,1600
35261,36,1526
35262,165,1565
35263,36,1163
35264,36,1205
35265,36,1205
35266,36,1583
35279,36,1226
35283,39,1264
35292,36,1115
35295,165,1232
35302,36,1262
35308,36,1256
35325,39,1270
35342,36,1268
35344,36,1354
35382,36,1221
35402,36,1318
35409,36,1256
35410,36,1271
35450,39,1314
35455,36,1342
35486,36,1318
35497,36,1876
35497,165,1876
35500,39,1341
35514,36,1394
35514,165,1394
35515,39,1334
35519,39,1350
35536,36,1342
35537,39,1350
35558,39,1859
35637,36,1184
35821,36,1208
35885,39,1195
36213,39,1195
36379,36,1142
36581,36,1100
36775,36,1053
37597,36,1034
37613,36,1034
37643,36,1109
37648,36,1178
37649,36,1160
37652,36,1108
37653,36,1118
37704,165,1256
37706,36,1132
37718,36,1262
37742,36,983
37743,36,985
37750,36,1079
37760,36,1223
37763,36,1088
37774,39,1254
37782,36,1118
37793,36,1067
37795,36,1082
37802,36,1196
37803,36,1163
37807,36,1235
37809,36,1232
37816,36,1091
37820,36,1190
37821,36,1019
37825,36,1199
37826,36,1182
37828,36,1205
37830,36,1175
37831,165,1024
37850,36,1106
37857,36,1682
37862,36,1146
37867,36,1223
37869,36,1145
37904,165,1256
37908,36,1172
37909,36,1211
37916,36,1067
37923,36,1131
37925,36,1063
37928,36,1157
37933,36,1202
37938,36,1053
37940,36,1268
37942,36,1184
37953,165,1256
37959,36,1182
37960,36,1225
37969,36,1052
37975,36,1270
37978,36,1270
37983,36,1163
37986,165,1256
37988,36,1109
37993,165,1256
37994,165,1256
37995,36,1241
37999,36,1146
38010,36,1172
38015,165,1256
38017,165,1256
38019,36,1196
38022,36,1181
38024,36,1135
38026,36,1268
38028,36,1166
38038,36,1166
38040,36,1190
38041,36,1112
38046,36,1187
38066,165,1256
38068,36,1100
38083,36,1112
38086,36,1160
38088,36,1160
38093,36,1118
38100,36,1091
38108,36,1199
38135,36,1236
38140,165,998
38143,36,1160
38144,36,1057
38153,36,1217
38156,165,1024
38161,36,1217
38180,36,1268
38181,36,1059
38183,36,1181
38189,36,1253
38190,165,1265
38210,165,1024
38213,165,1024
38219,36,1208
38224,36,1208
38228,36,1118
38243,36,1169
38251,36,1163
38262,36,1196
38280,165,1256
38282,36,1220
38286,165,1256
38292,36,1235
38301,36,1132
38303,36,1241
38313,36,1274
38333,36,1160
38334,165,1256
38353,36,1142
38362,36,1226
38372,36,1142
38375,36,1244
38389,36,1187
38393,165,1256
38398,165,1256
38417,36,1166
38426,36,1274
38428,165,1256
38429,36,983
38434,36,1244
38435,165,1256
38448,165,1256
38464,36,1235
38467,36,1262
38470,36,1216
38471,36,1226
38475,36,1109
38480,36,1082
38485,165,1256
38497,165,1256
38498,36,1070
38501,36,1235
38502,36,1208
38505,36,988
38511,165,1163
38518,165,1256
38529,36,1088
38535,36,1205
38540,39,1270
38544,36,1265
38547,36,1238
38550,36,1163
38551,165,1256
38554,36,1095
38578,36,1100
38586,165,1256
38593,36,1151
38600,36,1250
38607,36,1247
38608,36,1112
38633,36,1226
38641,165,1256
38648,36,1196
38654,165,1256
38658,36,1166
38661,165,1256
38663,36,1028
38667,165,1256
38670,36,1253
38683,36,1145
38699,36,1100
38702,165,1024
38710,36,1235
38712,36,1034
38731,36,1132
38738,36,1154
38744,36,1202
38755,36,1128
38759,36,1142
38761,36,1169
38767,36,1196
38774,36,1073
38782,36,1046
38808,36,1178
38819,36,1214
38822,36,1181
38835,36,1226
38839,36,1103
38891,165,1256
38897,165,1256
38909,36,1124
38917,36,1082
38921,36,1169
38926,36,1187
38937,36,1097
38945,165,1256
38957,36,989
38959,165,1256
38961,36,948
38963,165,1256
38983,36,1250
38987,165,1024
38996,36,1223
39008,165,1256
39022,36,1109
39039,165,1256
39044,165,1211
39049,36,1111
39050,36,1118
39054,165,998
39055,165,1235
39061,36,1027
39069,36,1008
39079,165,1256
39103,36,1172
39113,36,1172
39126,36,1053
39128,36,1169
39131,165,1232
39140,165,1256
39142,165,1241
39148,36,1247
39158,165,1256
39170,165,1256
39177,36,1046
39198,36,1073
39199,36,1208
39200,36,1146
39206,36,1088
39217,36,1226
39227,36,1100
39229,36,1115
39234,165,1256
39239,36,1182
39240,36,1005
39241,36,1217
39242,36,1005
39244,36,1196
39245,36,1202
39250,36,1199
39255,36,1199
39256,36,1148
39257,36,1163
39258,36,1166
39267,36,1115
39270,36,1070
39272,36,1067
39273,36,1106
39276,36,1112
39292,165,1247
39297,36,1027
39306,36,1226
39317,165,1256
39320,36,1207
39321,36,1101
39322,36,1157
39329,36,1229
39330,36,1115
39334,36,1270
39340,36,1205
39348,36,1253
39352,36,1100
39359,36,1166
39362,36,1169
39363,36,972
39364,36,969
39368,36,1112
39373,36,1051
39375,36,1199
39377,36,1244
39404,36,1166
39414,165,1205
39421,165,1024
39434,165,1128
39439,165,1024
39447,36,1142
39481,165,1256
39497,165,1256
39501,36,1091
39509,165,1199
39516,165,1256
39517,165,1067
39524,165,1095
39532,165,1256
39534,165,979
39571,165,1226
39573,36,1148
39586,165,1265
39597,36,1135
39598,36,1253
39605,36,1211
39607,165,1256
39608,165,1256
39609,36,1109
39610,36,1214
39617,36,1008
39622,36,1232
39626,165,1256
39628,36,1208
39639,36,1100
39644,36,1223
39646,36,1190
39650,36,1124
39655,36,1223
39661,36,1094
39665,165,1256
39669,36,1108
39670,36,1142
39672,36,1223
39673,36,1034
39676,36,1205
39687,36,1053
39701,165,1256
39702,39,1335
39710,36,1265
39711,36,1138
39718,36,1247
39720,36,1238
39722,36,1187
39729,36,1256
39746,36,1238
39763,36,1145
39766,36,1182
39768,36,1060
39770,36,1211
39776,36,1109
