c_personid,c_entry_code,c_year
347295,165,1847
347296,165,1829
347297,165,1883
347298,165,1874
347299,165,1421
347300,165,1655
347301,165,1739
347302,165,1607
347303,165,1394
347304,165,1508
347305,165,1706
347306,165,1709
347307,165,1589
347308,165,1613
347309,165,1637
347310,165,1833
347311,165,1801
347312,165,1802
347313,165,1871
347314,165,1836
347315,165,1736
347316,165,1523
347317,165,1703
347318,165,1739
347319,165,1646
347320,165,1814
347321,165,1877
347322,165,1809
347323,165,1730
347324,165,1835
347325,165,1709
347326,165,1808
347327,165,1820
347328,165,1724
347329,165,1801
347330,165,1649
347331,165,1856
347332,165,1886
347333,165,1876
347334,165,1655
347335,165,1670
347336,165,1427
347337,165,1404
347338,165,1903
347339,165,1833
347340,165,1820
347341,165,1892
347342,165,1889
347343,165,1860
347344,165,1883
347345,165,1814
347346,165,1799
347347,165,1622
347348,165,1622
347349,165,1625
347350,165,1676
347351,165,1670
347352,165,1709
347353,165,1709
347354,165,1379
347355,165,1890
347356,165,1889
347357,165,1697
347358,165,1640
347359,165,1619
347360,165,1574
347361,165,1856
347362,165,1820
347363,165,1625
347364,165,1647
347367,165,1709
347368,165,1418
347369,165,1739
347370,165,1852
347371,165,1856
347372,165,1589
347373,165,1894
347374,165,1771
347375,165,1894
347376,165,1385
347377,165,1643
347378,165,1802
347380,165,1634
347381,165,1730
347382,165,1739
347383,165,1761
347384,165,1745
347385,165,1634
347386,165,1763
347387,165,1592
347388,165,1628
347389,165,1822
347390,165,1706
347392,165,1658
347393,165,1640
347394,165,1625
347395,165,1835
347396,165,1682
347398,165,1508
347399,165,1745
347401,165,1514
347402,165,1664
347403,165,1781
347404,165,1745
347405,165,1646
347406,165,1727
347407,165,1826
347408,165,1890
347409,165,1890
347410,165,1667
347411,165,1625
347412,165,1863
347413,165,1898
347414,165,1795
347416,165,1809
347417,165,1733
347418,165,1852
347419,165,1766
347420,165,1503
347421,165,1836
347423,165,1649
347424,165,1625
347425,165,1856
347426,165,1844
347427,165,1712
347428,165,1877
347429,165,1523
347430,165,1889
347431,165,1809
347432,165,1781
347433,165,1640
347434,165,1619
347435,165,1604
347436,165,1659
347437,165,1404
347438,165,1643
347439,165,1646
347440,165,1643
347441,165,1508
347442,165,1589
347443,165,1595
347446,165,1793
347447,165,1868
347448,165,1604
347449,165,1658
347450,165,1844
347451,165,1404
347452,165,1679
347453,165,1688
347455,165,1799
347456,165,1781
347457,165,1895
347458,165,1737
347459,165,1760
347460,165,1691
347463,165,1736
347464,165,1637
347465,165,1622
347466,165,1819
347467,165,1748
347468,165,1385
347469,165,1652
347470,165,1745
347471,165,1868
347472,165,1751
347473,165,1679
347474,165,1752
347475,165,1898
347476,165,1709
347477,165,1508
347478,165,1646
347479,165,1655
347480,165,1655
347481,165,1841
347482,165,1736
347483,165,1415
347484,165,1637
347485,165,1889
347486,165,1598
347487,165,1845
347488,165,1748
347489,165,1808
347490,165,1601
347491,165,1904
347492,165,1808
347493,165,1385
347494,165,1883
347495,165,1883
347496,165,1892
347497,165,1655
347498,165,1817
347500,165,1814
347501,165,1508
347502,165,1649
347503,165,1523
347504,165,1751
347505,165,1886
347506,165,1508
347507,165,1822
347508,165,1823
347509,165,1841
347510,165,1805
347511,165,1877
347512,165,1730
347513,165,1766
347514,165,1682
347515,165,1883
347516,165,1640
347517,165,1647
347518,165,1682
347519,165,1737
347521,165,1892
347522,165,1874
347523,165,1730
347524,165,1505
347525,165,1655
347526,165,1874
347527,165,1652
347528,165,1832
347529,165,1865
347530,165,1860
347531,165,1613
347532,165,1895
347533,165,1890
347534,165,1871
347535,165,1637
347536,165,1631
347537,165,1622
347538,165,1514
347539,165,1514
347540,165,1628
347542,165,1659
347543,165,1737
347544,165,1667
347546,165,1823
347548,165,1841
347549,165,1802
347550,165,1523
347551,165,1733
347552,165,1868
347553,165,1847
347554,165,1871
347555,165,1836
347556,165,1838
347557,165,1658
347558,165,1856
347559,165,1822
347560,165,1904
347561,165,1841
347562,165,1766
347563,165,1880
347564,165,1643
347565,165,1607
347566,165,1795
347568,165,1739
347569,165,1763
347570,165,1856
347571,165,1877
347572,165,1903
347573,165,1655
347574,165,1712
347575,165,1647
347576,165,1836
347577,165,1877
347578,165,1877
347579,165,1819
347580,165,1649
347581,165,1844
347582,165,1805
347583,165,1880
347584,165,1499
347585,165,1703
347586,165,1853
347587,165,1801
347588,165,1808
347589,165,1424
347590,165,1634
347591,165,1607
347592,165,1659
347593,165,1616
347594,165,1880
347595,165,1838
347596,165,1819
347597,165,1826
347598,165,1745
347599,165,1850
347600,165,1860
347601,165,1871
347602,165,1661
347603,165,1880
347604,165,1868
347606,165,1737
347607,165,1385
347608,165,1871
347609,165,1751
347610,165,1406
347611,165,1499
347612,165,1649
347614,165,1903
347615,165,1436
347616,165,1903
347617,165,1723
347618,165,1883
347619,165,1871
347620,165,1682
347621,165,1819
347622,165,1775
347623,165,1670
347624,165,1526
347625,165,1649
347626,165,1691
347627,165,1752
347628,165,1840
347629,165,1658
347630,165,1652
347631,165,1643
347632,165,1649
347633,165,1595
347634,165,1784
347635,165,1892
347636,165,1755
347637,165,1761
347639,165,1643
347640,165,1892
347641,165,1622
347642,165,1892
347643,165,1845
347644,165,1700
347645,165,1790
347646,165,1778
347648,165,1682
347649,165,1613
347650,165,1514
347651,165,1700
347652,165,1643
347653,165,1850
347654,165,1613
347655,165,1853
347656,165,1637
347657,165,1817
347658,165,1795
347659,165,1892
347660,165,1844
347661,165,1709
347662,165,1874
347664,165,1685
347665,165,1856
347666,165,1664
347667,165,1865
347668,165,1742
347670,165,1730
347671,165,1646
347672,165,1761
347673,165,1661
347674,165,1499
347675,165,1730
347676,165,1544
347677,165,1871
347678,165,1406
347679,165,1664
347680,165,1745
347681,165,1802
347682,165,1874
347683,165,1898
347684,165,1745
347685,165,1859
347686,165,1871
347687,165,1781
347688,165,1754
347689,165,1822
347690,165,1631
347691,165,1739
347692,165,1853
347693,165,1613
347694,165,1595
347695,165,1604
347696,165,1616
347697,165,1652
347698,165,1748
347699,165,1652
347700,165,1817
347701,165,1852
347702,165,1808
347703,165,1835
347704,165,1664
347705,165,1757
347706,165,1682
347707,165,1631
347708,165,1877
347709,165,1616
347710,165,1598
347711,165,1819
347712,165,1801
347713,165,1670
347714,165,1838
347715,165,1709
347716,165,1652
347717,165,1852
347718,165,1880
347719,165,1647
347720,165,1607
347721,165,1661
347723,165,1832
347724,165,1769
347725,165,1655
347726,165,1769
347727,165,1661
347728,165,1404
347729,165,1697
347730,165,1601
347731,165,1514
347732,165,1850
347733,165,1385
347734,165,1739
347735,165,1868
347736,165,1724
347737,165,1631
347738,165,1745
347739,165,1415
347740,165,1836
347741,165,1628
347742,165,1424
347743,165,1814
347744,165,1673
347745,165,1894
347748,165,1613
347749,165,1883
347750,165,1894
347751,165,1713
347752,165,1523
347753,165,1853
347754,165,1894
347755,165,1484
347756,165,1404
347757,165,1737
347758,165,1640
347759,165,1775
347760,165,1723
347761,165,1499
347762,165,1418
347763,165,1640
347764,165,1622
347765,165,1761
347766,165,1877
347767,165,1739
347768,165,1860
347769,165,1894
347770,165,1723
347771,165,1751
347772,165,1649
347773,165,1736
347774,165,1697
347775,165,1772
347776,165,1780
347777,165,1415
347778,165,1860
347779,165,1523
347780,165,1853
347781,165,1847
347782,165,1535
347783,165,1718
347784,165,1601
347785,165,1862
347786,165,1508
347787,165,1808
347788,165,1733
347789,165,1640
347790,165,1856
347791,165,1894
347792,165,1631
347793,165,1787
347794,165,1874
347795,165,1817
347796,165,1799
347797,165,1880
347798,165,1778
347799,165,1616
347800,165,1754
347801,165,1655
347802,165,1592
347803,165,1850
347804,165,1664
347805,165,1898
347806,165,1730
347807,165,1745
347808,165,1385
347809,165,1709
347810,165,1646
347811,165,1436
347812,165,1739
347813,165,1766
347814,165,1865
347815,165,1829
347816,165,1859
347817,165,1874
347818,165,1427
347819,165,1601
347820,165,1844
347821,165,1829
347822,165,1589
347823,165,1604
347824,165,1652
347825,165,1860
347826,165,1643
347827,165,1643
347828,165,1661
347829,165,1809
347830,165,1799
347831,165,1526
347832,165,1890
347833,165,1793
347834,165,1652
347835,165,1886
347836,165,1752
347837,165,1903
347838,165,1766
347839,165,1760
347840,165,1894
347841,165,1415
347842,165,1844
347843,165,1838
347845,165,1787
347846,165,1808
347847,165,1649
347848,165,1890
347849,165,1737
347850,165,1562
347851,165,1890
347853,165,1781
347854,165,1898
347855,165,1601
347856,165,1583
347857,165,1661
347858,165,1826
347859,165,1892
347860,165,1771
347861,165,1700
347862,165,1876
347863,165,1822
347864,165,1890
347865,165,1868
347866,165,1484
347867,165,1739
347868,165,1757
347869,165,1841
347870,165,1598
347871,165,1748
347872,165,1514
347873,165,1895
347874,165,1754
347875,165,1661
347876,165,1508
347877,165,1598
347878,165,1832
347879,165,1400
347880,165,1801
347881,165,1769
347882,165,1727
347883,165,1889
347884,165,1894
347885,165,1847
347886,165,1865
347887,165,1833
347888,165,1826
347889,165,1723
347890,165,1874
347891,165,1724
347892,165,1724
347893,165,1850
347894,165,1892
347895,165,1700
347896,165,1394
347897,165,1682
347898,165,1737
347900,165,1859
347901,165,1622
347902,165,1730
347903,165,1637
347904,165,1883
347905,165,1748
347906,165,1647
347907,165,1493
347908,165,1700
347910,165,1889
347911,165,1661
347912,165,1589
347914,165,1712
347915,165,1862
347916,165,1784
347917,165,1852
347918,165,1840
347919,165,1876
347921,165,1809
347922,165,1646
347923,165,1859
347924,165,1877
347926,165,1742
347928,165,1404
347929,165,1625
347931,165,1808
347932,165,1604
347933,165,1853
347934,165,1789
347935,165,1832
347936,165,1877
347937,165,1647
347938,165,1889
347939,165,1685
347940,165,1903
347941,165,1880
347942,165,1679
347943,165,1892
347944,165,1508
347945,165,1852
347946,165,1643
347947,165,1822
347949,165,1817
347950,165,1814
347951,165,1670
347953,165,1808
347954,165,1643
347955,165,1808
347956,165,1817
347957,165,1799
347958,165,1796
347959,165,1670
347960,165,1904
347961,165,1643
347962,165,1890
347963,165,1892
347964,165,1826
347965,165,1898
347966,165,1903
347967,165,1863
347968,165,1598
347969,165,1859
347970,165,1712
347971,165,1643
347972,165,1655
347973,165,1766
347974,165,1404
347975,165,1736
347976,165,1595
347977,165,1751
347978,165,1652
347979,165,1761
347980,165,1499
347981,165,1868
347982,165,1826
347983,165,1649
347984,165,1841
347985,165,1676
347986,165,1778
347987,165,1781
347988,165,1748
347989,165,1745
347990,165,1625
347991,165,1613
347992,165,1613
347995,165,1761
347996,165,1694
347997,165,1874
347998,165,1659
347999,165,1484
348000,165,1700
348001,165,1659
348002,165,1903
348003,165,1713
348004,165,1622
348005,165,1655
348006,165,1679
348007,165,1700
348008,165,1733
348010,165,1727
348011,165,1889
348012,165,1845
348013,165,1601
348014,165,1514
348015,165,1598
348016,165,1871
348017,165,1622
348018,165,1799
348019,165,1742
348020,165,1598
348021,165,1676
348022,165,1670
348024,165,1736
348025,165,1523
348026,165,1646
348028,165,1835
348029,165,1823
348030,165,1833
348031,165,1436
348032,165,1898
348033,165,1628
348034,165,1676
348035,165,1795
348036,165,1646
348037,165,1404
348038,165,1787
348039,165,1787
348040,165,1406
348041,165,1826
348042,165,1805
348043,165,1805
348044,165,1673
348045,165,1685
348046,165,1385
348047,165,1787
348048,165,1874
348049,165,1406
348050,165,1404
348051,165,1628
348052,165,1832
348053,165,1631
348054,165,1754
348055,165,1898
348056,165,1841
348057,165,1877
348058,165,1833
348059,165,1622
348060,165,1655
348061,165,1598
348062,165,1892
348063,165,1844
348064,165,1706
348065,165,1742
348066,165,1739
348067,165,1418
348069,165,1613
348070,165,1649
348071,165,1877
348072,165,1876
348073,165,1484
348074,165,1424
348076,165,1655
348077,165,1805
348078,165,1822
348079,165,1868
348080,165,1709
348081,165,1385
348082,165,1802
348083,165,1404
348084,165,1571
348085,165,1742
348086,165,1404
348087,165,1400
348088,165,1829
348089,165,1404
348090,165,1658
348091,165,1754
348092,165,1613
348093,165,1814
348094,165,1856
348096,165,1883
348097,165,1715
348098,165,1852
348099,165,1604
348100,165,1736
348101,165,1775
348102,165,1613
348103,165,1775
348104,165,1385
348105,165,1847
348106,165,1724
348108,165,1598
348109,165,1727
348110,165,1622
348111,165,1763
348112,165,1761
348113,165,1404
348114,165,1643
348115,165,1595
348116,165,1814
348117,165,1661
348118,165,1802
348119,165,1886
348120,165,1723
348121,165,1607
348122,165,1526
348123,165,1847
348124,165,1763
348125,165,1826
348126,165,1809
348127,165,1385
348128,165,1880
348129,165,1411
348130,165,1622
348131,165,1754
348132,165,1802
348133,165,1752
348134,165,1819
348135,165,1820
348137,165,1709
348138,165,1619
348139,165,1871
348140,165,1724
348142,165,1852
348143,165,1745
348144,165,1874
348145,165,1637
348146,165,1754
348147,165,1646
348148,165,1647
348149,165,1737
348150,165,1499
348151,165,1736
348152,165,1781
348154,165,1865
348155,165,1418
348156,165,1721
348157,165,1814
348158,165,1406
348159,165,1685
348160,165,1853
348161,165,1589
348162,165,1876
348163,165,1411
348164,165,1385
348165,165,1778
348166,165,1514
348167,165,1404
348168,165,1868
348169,165,1478
348170,165,1904
348171,165,1748
348172,165,1859
348173,165,1484
348174,165,1852
348175,165,1589
348176,165,1411
348177,165,1898
348178,165,1724
348179,165,1622
348180,165,1404
348181,165,1745
348182,165,1829
348183,165,1826
348184,165,1421
348186,165,1589
348187,165,1514
348188,165,1835
348189,165,1508
348190,165,1868
348191,165,1661
348192,165,1903
348193,165,1809
348194,165,1838
348195,165,1793
348196,165,1748
348197,165,1763
348198,165,1625
348199,165,1404
348200,165,1659
348202,165,1646
348203,165,1643
348204,165,1712
348205,165,1658
348206,165,1733
348207,165,1822
348208,165,1850
348209,165,1718
348210,165,1841
348211,165,1819
348212,165,1472
348213,165,1595
348214,165,1659
348215,165,1860
348216,165,1514
348217,165,1640
348218,165,1601
348219,165,1852
348220,165,1892
348221,165,1802
348222,165,1820
348223,165,1874
348224,165,1784
348225,165,1833
348226,165,1853
348227,165,1404
348228,165,1544
348229,165,1544
348230,165,1682
348231,165,1760
348232,165,1832
348233,165,1754
348234,165,1659
348235,165,1775
348236,165,1836
348237,165,1784
348238,165,1631
348239,165,1838
348240,165,1604
348241,165,1805
348242,165,1646
348243,165,1646
348244,165,1736
348245,165,1898
348246,165,1805
348247,165,1833
348248,165,1751
348249,165,1514
348251,165,1814
348252,165,1754
348253,165,1647
348254,165,1859
348255,165,1661
348256,165,1589
348257,165,1871
348258,165,1598
348259,165,1694
348260,165,1883
348261,165,1894
348262,165,1883
348263,165,1886
348264,165,1892
348265,165,1836
348266,165,1863
348267,165,1894
348268,165,1801
348269,165,1852
348270,165,1889
348271,165,1895
348272,165,1822
348273,165,1514
348275,165,1655
348276,165,1713
348278,165,1894
348279,165,1868
348280,165,1838
348281,165,1823
348282,165,1862
348283,165,1733
348284,165,1904
348286,165,1865
348288,165,1577
348289,165,1571
348290,165,1526
348291,165,1895
348292,165,1727
348293,165,1619
348294,165,1647
348295,165,1424
348296,165,1863
348297,165,1820
348298,165,1700
348299,165,1388
348300,165,1604
348301,165,1622
348302,165,1652
348303,165,1586
348304,165,1688
348305,165,1595
348306,165,1647
348307,165,1607
348308,165,1404
348309,165,1404
348310,165,1622
348312,165,1523
348313,165,1856
348314,165,1895
348315,165,1871
348316,165,1676
348317,165,1484
348318,165,1385
348319,165,1526
348321,165,1880
348322,165,1607
348323,165,1713
348324,165,1655
348325,165,1691
348326,165,1793
348327,165,1514
348328,165,1631
348329,165,1874
348330,165,1895
348331,165,1769
348332,165,1760
348333,165,1766
348334,165,1637
348335,165,1724
348336,165,1595
348337,165,1808
348338,165,1874
348339,165,1697
348340,165,1751
348341,165,1766
348342,165,1863
348344,165,1424
348345,165,1670
348346,165,1649
348347,165,1640
348348,165,1661
348349,165,1415
348350,165,1415
348351,165,1723
348352,165,1742
348353,165,1742
348354,165,1811
348355,165,1850
348356,165,1802
348357,165,1862
348358,165,1811
348360,165,1652
348361,165,1898
348362,165,1421
348363,165,1840
348364,165,1418
348365,165,1655
348367,165,1799
348368,165,1622
348369,165,1427
348370,165,1757
348371,165,1847
348372,165,1771
348373,165,1730
348374,165,1424
348375,165,1601
348376,165,1787
348377,165,1535
348379,165,1484
348380,165,1631
348381,165,1766
348382,165,1865
348383,165,1850
348384,165,1484
348385,165,1787
348386,165,1811
348387,165,1890
348389,165,1876
348390,165,1754
348391,165,1871
348392,165,1499
348393,165,1894
348394,165,1598
348395,165,1847
348397,165,1892
348398,165,1868
348399,165,1659
348400,165,1649
348401,165,1625
348402,165,1852
348403,165,1418
348404,165,1604
348405,165,1576
348406,165,1886
348407,165,1865
348408,165,1844
348409,165,1628
348410,165,1664
348411,165,1442
348412,165,1876
348413,165,1865
348414,165,1652
348416,165,1526
348417,165,1523
348418,165,1853
348419,165,1838
348420,165,1819
348421,165,1789
348422,165,1877
348423,165,1796
348425,165,1832
348426,165,1822
348428,165,1706
348429,165,1809
348430,165,1757
348431,165,1805
348432,165,1876
348433,165,1713
348434,165,1805
348435,165,1817
348436,165,1700
348437,165,1619
348438,165,1718
348439,165,1415
348440,165,1805
348441,165,1805
348442,165,1418
348443,165,1652
348444,165,1676
348445,165,1833
348446,165,1811
348447,165,1802
348448,165,1568
348450,165,1659
348452,165,1523
348453,165,1673
348454,165,1406
348455,165,1745
348456,165,1598
348458,165,1903
348459,165,1709
348460,165,1822
348461,165,1876
348462,165,1763
348463,165,1819
348464,165,1679
348465,165,1658
348466,165,1733
348467,165,1598
348468,165,1505
348469,165,1661
348470,165,1904
348471,165,1784
348472,165,1748
348473,165,1622
348474,165,1411
348475,165,1859
348476,165,1404
348477,165,1841
348478,165,1670
348479,165,1640
348480,165,1856
348481,165,1526
348483,165,1421
348484,165,1514
348485,165,1871
348486,165,1655
348487,165,1628
348488,165,1805
348489,165,1778
348490,165,1761
348491,165,1799
348492,165,1778
348493,165,1652
348495,165,1622
348496,165,1763
348497,165,1904
348498,165,1840
348499,165,1385
348500,165,1709
348501,165,1424
348502,165,1835
348503,165,1664
348504,165,1856
348505,165,1877
348506,165,1742
348507,165,1661
348508,165,1748
348510,165,1845
348511,165,1723
348512,165,1723
348513,165,1643
348513,165,1646
348514,165,1659
348515,165,1790
348516,165,1784
348517,165,1514
348518,165,1655
348519,165,1860
348520,165,1484
348521,165,1790
348522,165,1796
348523,165,1805
348524,165,1484
348525,165,1655
348526,165,1871
348527,165,1739
348528,165,1835
348529,165,1691
348530,165,1737
348531,165,1721
348532,165,1850
348533,165,1595
348534,165,1721
348535,165,1619
348536,165,1647
348537,165,1820
348538,165,1700
348539,165,1385
348540,165,1415
348541,165,1424
348542,165,1661
348543,165,1598
348544,165,1833
348545,165,1421
348546,165,1752
348547,165,1667
348548,165,1808
348549,165,1508
348550,165,1589
348551,165,1469
348552,165,1770
348553,165,1508
348554,165,1706
348555,165,1706
348556,165,1736
348558,165,1508
348559,165,1667
348560,165,1817
348561,165,1652
348562,165,1652
348564,165,1406
348565,165,1748
348566,165,1895
348567,165,1890
348568,165,1652
348569,165,1592
348570,165,1682
348571,165,1637
348572,165,1655
348573,165,1819
348574,165,1646
348575,165,1659
348577,165,1625
348578,165,1655
348579,165,1670
348580,165,1703
348581,165,1862
348582,165,1890
348583,165,1712
348585,165,1616
348587,165,1679
348588,165,1613
348589,165,1703
348590,165,1634
348591,165,1616
348592,165,1607
348593,165,1601
348594,165,1652
348595,165,1838
348596,165,1598
348597,165,1670
348598,165,1547
348599,165,1811
348600,165,1761
348601,165,1745
348602,165,1659
348603,165,1811
348604,165,1679
348605,165,1847
348606,165,1820
348607,165,1841
348608,165,1801
348609,165,1876
348610,165,1739
348611,165,1844
348612,165,1679
348614,165,1862
348615,165,1646
348616,165,1697
348617,165,1835
348618,165,1622
348619,165,1697
348620,165,1526
348621,165,1682
348622,165,1643
348623,165,1589
348624,165,1742
348625,165,1499
348626,165,1761
348628,165,1589
348629,165,1619
348630,165,1715
348631,165,1706
348632,165,1868
348633,165,1655
348634,165,1880
348635,165,1880
348636,165,1709
348637,165,1622
348638,165,1850
348639,165,1604
348640,165,1742
348641,165,1411
348642,165,1604
348643,165,1523
348644,165,1703
348645,165,1523
348646,165,1795
348647,165,1790
348648,165,1904
348649,165,1664
348650,165,1667
348651,165,1685
348652,165,1664
348653,165,1760
348654,165,1822
348655,165,1862
348656,165,1647
348657,165,1661
348658,165,1853
348659,165,1523
348660,165,1679
348661,165,1659
348662,165,1661
348663,165,1607
348664,165,1892
348665,165,1661
348666,165,1712
348667,165,1613
348668,165,1646
348669,165,1673
348670,165,1631
348672,165,1730
348673,165,1853
348674,165,1763
348675,165,1550
348677,165,1889
348678,165,1895
348679,165,1874
348680,165,1613
348681,165,1805
348682,165,1526
348683,165,1819
348684,165,1713
348685,165,1766
348686,165,1784
348687,165,1647
348688,165,1789
348689,165,1733
348690,165,1787
348691,165,1439
348692,165,1421
348693,165,1613
348694,165,1607
348695,165,1397
348696,165,1658
348697,165,1757
348698,165,1845
348699,165,1868
348700,165,1860
348701,165,1772
348702,165,1508
348703,165,1622
348704,165,1601
348705,165,1418
348706,165,1659
348707,165,1892
348708,165,1844
348709,165,1890
348710,165,1521
348712,165,1772
348713,165,1865
348714,165,1723
348715,165,1397
348716,165,1649
348717,165,1691
348718,165,1679
348719,165,1802
348720,165,1890
348721,165,1523
348722,165,1655
348723,165,1829
348724,165,1713
348725,165,1712
348726,165,1703
348727,165,1904
348728,165,1640
348729,165,1640
348730,165,1622
348731,165,1649
348732,165,1736
348733,165,1871
348734,165,1871
348735,165,1814
348736,165,1523
348738,165,1700
348739,165,1404
348740,165,1761
348741,165,1822
348742,165,1733
348743,165,1736
348745,165,1766
348746,165,1847
348747,165,1757
348748,165,1622
348749,165,1646
348750,165,1817
348751,165,1766
348752,165,1822
348753,165,1700
348754,165,1659
348755,165,1805
348756,165,1637
348758,165,1469
348759,165,1727
348760,165,1733
348762,165,1658
348763,165,1694
348764,165,1860
348765,165,1523
348766,165,1863
348767,165,1860
348768,165,1766
348769,165,1484
348770,165,1628
348771,165,1595
348772,165,1748
348773,165,1404
348774,165,1526
348775,165,1646
348776,165,1604
348777,165,1589
348778,165,1871
348779,165,1865
348781,165,1658
348782,165,1771
348783,165,1706
348784,165,1787
348785,165,1670
348787,165,1592
348788,165,1484
348789,165,1871
348790,165,1643
348791,165,1637
348792,165,1622
348793,165,1757
348794,165,1526
348795,165,1601
348796,165,1772
348797,165,1385
348798,165,1523
348799,165,1397
348800,165,1811
348801,165,1424
348802,165,1739
348803,165,1679
348804,165,1658
348806,165,1822
348808,165,1748
348809,165,1604
348810,165,1421
348812,165,1742
348813,165,1817
348814,165,1526
348815,165,1640
348816,165,1761
348817,165,1713
348818,165,1508
348820,165,1658
348821,165,1706
348822,165,1835
348823,165,1874
348824,165,1860
348825,165,1769
348826,165,1880
348827,165,1404
348828,165,1814
348829,165,1659
348830,165,1619
348831,165,1613
348832,165,1809
348833,165,1820
348836,165,1679
348837,165,1754
348838,165,1799
348839,165,1598
348840,165,1809
348841,165,1754
348842,165,1733
348843,165,1871
348844,165,1727
348845,165,1691
348846,165,1508
348847,165,1865
348848,165,1752
348849,165,1634
348850,165,1775
348851,165,1822
348852,165,1694
348853,165,1537
348854,165,1889
348855,165,1637
348856,165,1823
348857,165,1514
348858,165,1604
348859,165,1652
348860,165,1640
348861,165,1886
348862,165,1835
348863,165,1736
348864,165,1742
348865,165,1421
348866,165,1727
348867,165,1835
348868,165,1601
348869,165,1643
348869,165,1659
348870,165,1646
348871,165,1852
348873,165,1823
348874,165,1852
348875,165,1801
348876,165,1643
348877,165,1832
348878,165,1829
348879,165,1795
348880,165,1895
348882,165,1658
348883,165,1890
348884,165,1499
348885,165,1739
348887,165,1404
348888,165,1892
348889,165,1724
348890,165,1622
348891,165,1814
348892,165,1817
348893,165,1415
348894,165,1836
348895,165,1880
348896,165,1736
348897,165,1727
348898,165,1847
348899,165,1799
348900,165,1847
348901,165,1514
348902,165,1787
348903,165,1421
348904,165,1801
348906,165,1745
348907,165,1655
348908,165,1659
348910,165,1508
348911,165,1898
348912,165,1526
348913,165,1863
348914,165,1892
348915,165,1730
348916,165,1730
348917,165,1679
348918,165,1652
348919,165,1766
348920,165,1523
348921,165,1751
348922,165,1880
348924,165,1748
348926,165,1523
348927,165,1583
348928,165,1844
348930,165,1427
348931,165,1790
348932,165,1829
348933,165,1658
348934,165,1898
348935,165,1814
348936,165,1856
348937,165,1659
348938,165,1661
348939,165,1421
348940,165,1706
348941,165,1667
348942,165,1833
348943,165,1721
348944,165,1763
348945,165,1418
348946,165,1616
348947,165,1871
348948,165,1523
348950,165,1733
348951,165,1892
348952,165,1892
348953,165,1892
348954,165,1601
348955,165,1421
348956,165,1625
348957,165,1658
348958,165,1876
348959,165,1670
348960,165,1877
348961,165,1649
348962,165,1616
348963,165,1832
348964,165,1898
348965,165,1659
348966,165,1833
348967,165,1733
348968,165,1723
348969,165,1706
348970,165,1523
348971,165,1730
348972,165,1544
348973,165,1406
348974,165,1598
348975,165,1499
348976,165,1484
348977,165,1622
348978,165,1757
348979,165,1640
348980,165,1801
348981,165,1889
348982,165,1700
348983,165,1811
348984,165,1745
348985,165,1613
348986,165,1826
348987,165,1826
348988,165,1404
348989,165,1775
348990,165,1670
348991,165,1691
348992,165,1659
348993,165,1811
348994,165,1610
348995,165,1723
348996,165,1766
348998,165,1625
348999,165,1404
349001,165,1784
349002,165,1589
349004,165,1780
349005,165,1523
349006,165,1535
349007,165,1871
349008,165,1640
349009,165,1589
349010,165,1625
349011,165,1640
349012,165,1754
349013,165,1616
349014,165,1820
349015,165,1871
349016,165,1508
349017,165,1752
349018,165,1817
349019,165,1659
349020,165,1404
349021,165,1388
349022,165,1883
349023,165,1811
349024,165,1709
349025,165,1769
349026,165,1847
349027,165,1655
349029,165,1836
349030,165,1822
349031,165,1655
349032,165,1394
349033,165,1616
349035,165,1640
349036,165,1508
349037,165,1880
349038,165,1538
349039,165,1833
349040,165,1826
349041,165,1819
349042,165,1679
349043,165,1514
349044,165,1826
349045,165,1898
349046,165,1761
349047,165,1673
349048,165,1718
349049,165,1820
349050,165,1388
349051,165,1646
349052,165,1652
349053,165,1769
349054,165,1484
349055,165,1688
349056,165,1727
349057,165,1508
349058,165,1766
349059,165,1688
349061,165,1742
349063,165,1406
349064,165,1860
349065,165,1736
349066,165,1723
349067,165,1886
349068,165,1619
349069,165,1802
349070,165,1712
349071,165,1598
349072,165,1835
349073,165,1892
349074,165,1860
349075,165,1521
349076,165,1659
349077,165,1780
349080,165,1820
349081,165,1863
349082,165,1889
349083,165,1508
349084,165,1877
349085,165,1886
349086,165,1808
349087,165,1691
349088,165,1613
349089,165,1898
349091,165,1697
349092,165,1805
349093,165,1903
349094,165,1852
349095,165,1655
349096,165,1622
349097,165,1745
349098,165,1631
349099,165,1757
349100,165,1761
349101,165,1631
349102,165,1844
349103,165,1863
349104,165,1723
349105,165,1658
349106,165,1616
349108,165,1833
349109,165,1655
349110,165,1898
349111,165,1850
349112,165,1850
349113,165,1835
349114,165,1802
349115,165,1589
349116,165,1889
349117,165,1904
349118,165,1640
349119,165,1781
349120,165,1667
349121,165,1532
349122,165,1890
349123,165,1778
349124,165,1619
349125,165,1619
349126,165,1646
349127,165,1652
349128,165,1541
349129,165,1703
349130,165,1860
349131,165,1628
349132,165,1829
349133,165,1852
349134,165,1514
349135,165,1757
349136,165,1886
349137,165,1898
349138,165,1637
349139,165,1844
349140,165,1616
349141,165,1742
349142,165,1607
349144,165,1406
349145,165,1601
349146,165,1859
349147,165,1852
349148,165,1541
349149,165,1808
349150,165,1415
349152,165,1484
349153,165,1880
349154,165,1676
349155,165,1805
349156,165,1877
349157,165,1607
349158,165,1649
349159,165,1751
